Country,ISO code,Period,Year,Sex,Non-standard age groups,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65+,Including consensual unions,Source type,Source,Survey Name,Note on non-standard age groups,Note on country or population,Note on data source
French Polynesia,258,..,1977,Women,,3.7,27.6,53.5,67.9,71.5,71.4,71.6,68.4,62.3,53.4,32.7,,Census,US Census Bureau,,,,
French Polynesia,258,Around 1995,1996,Men,,0.3,6.7,23.2,43.1,56.8,65.4,70.5,72.5,72.9,71,62.5,,Census,UNSD,,,,
French Polynesia,258,Around 1995,1996,Women,,1.4,15,36,53.6,62.7,68.9,70.9,70.9,68.6,58.4,37.6,,Census,UNSD,,,,
French Polynesia,258,Latest,2007,Men,,0.2,3.3,12.3,24.7,36.6,48.6,58.5,65.7,69.1,72.5,65.3,,Census,UNSD,,,,
French Polynesia,258,Latest,2007,Women,,0.5,7.1,18.8,35,47.3,57.6,62.3,65.2,66.1,61.8,41.7,,Census,UNSD,,,,
Gabon,266,..,1960,Men,,6.8,36.7,62.4,74.8,77.1,82,84.9,84.8,84.7,84.8,79.1,x,Census,UNSD,,,,
Gabon,266,..,1960,Women,,61.2,84.2,92,90.9,92,87.4,81.8,64.1,53.1,35.3,19,x,Census,UNSD,,,,
Gabon,266,Around 1995,1993,Men,,2.1,16.6,43.1,67.8,77.3,81.6,81.5,81,80.7,79.8,73.9,,Census,UNSD,,,,
Gabon,266,Around 1995,1993,Women,,15.6,47.2,65.9,72.9,74.1,73.2,72.4,68,63,54.5,34.8,,Census,UNSD,,,,
Gabon,266,Latest,2000,Men,,2,17.9,44.1,64.8,77.3,78.9,82.1,87.7,80.4,,,x,Survey,DHS,Gabon 2000 Demographic and Health Survey,,,
Gabon,266,Latest,2000,Women,,18.1,52.7,65.7,74.7,75,71.9,76.5,,,,,x,Survey,DHS,Gabon 2000 Demographic and Health Survey,,,
Gambia,270,Around 1985,1983,Men,x,2.7,15,45,72.3,84.4,,90.1,,90.4,,89.2,,Census,UNSD,,"Data shown for age groups 35-39, 45-49 and 55-59 pertain to age groups 35-44, 45-54 and 55-64, respectively. ",,
Gambia,270,Around 1985,1983,Women,x,53.2,81.8,91.5,93.8,92.7,,86.7,,73.4,,54.8,,Census,UNSD,,"Data shown for age groups 35-39, 45-49 and 55-59 pertain to age groups 35-44, 45-54 and 55-64, respectively. ",,
Gambia,270,Around 1995,1993,Men,,1.6,12.2,41.7,74.3,85.6,90,90.3,92.4,92,92.8,92.3,,Census,UNSD,,,,
Gambia,270,Around 1995,1993,Women,,37.8,72.3,87.8,91.7,92.5,91.3,88,83.8,78,71.2,56.9,,Census,UNSD,,,,
Georgia,268,..,1979,Men,x,2.7,27.6,66.6,83.4,90.9,93.8,95.3,95,93.7,91.4,89.3,,Census,National statistics,,Data shown for age group 65+ pertain age group 65-69.,,
Georgia,268,..,1979,Women,x,13.9,54.3,74.3,80.8,82.8,82,79.6,73.2,61.2,47.1,38,,Census,National statistics,,Data shown for age group 65+ pertain age group 65-69.,,
Georgia,268,Around 1985,1989,Men,,3.4,27.8,63.3,81.8,88.5,91.5,92.8,93.3,93,90.6,79,,Census,US Census Bureau,,,,
Georgia,268,Around 1985,1989,Women,,16.8,56.1,74.1,79.9,80.9,79.9,78.3,75,69,58.5,27.5,,Census,US Census Bureau,,,,
Georgia,268,Around 1995,1999,Women,,15.5,48.8,70.7,79.1,82.4,80.3,,,,,,x,Survey,RHS,Georgia 1999-2000 Reproductive Health Survey,,,
Georgia,268,Around 2005,2002,Men,,2.2,21.2,49,69.3,81.3,87.4,90,90.8,90.8,89.1,78.7,,Census,UNSD,,,,
Georgia,268,Around 2005,2002,Women,,12.1,45.1,65.6,74.4,78.3,78,75.6,71.3,66,59,34.8,,Census,UNSD,,,,
Georgia,268,Latest,2005,Women,,13.3,45.8,68.1,76.9,80.3,81.9,,,,,,x,Survey,RHS,Georgia 2005 Reproductive Health Survey,,,
Germany,276,..,1990,Men,,0.2,10.1,39.9,64.1,74.3,78.9,80.6,82.9,85.5,86.7,76.3,,Estimate,UNSD,,,,
Germany,276,..,1990,Women,,2.2,24.5,58.6,74.8,79.3,80.5,80.1,79.1,74.7,65.6,30.7,,Estimate,UNSD,,,,
Germany,276,Around 1995,1994,Men,,0.2,6.7,30.4,57.6,70.8,76.4,79.4,81.1,83.4,85.2,77.2,,Estimate,UNSD,,,,
Germany,276,Around 1995,1994,Women,,1.5,18.6,49.7,70.7,77.2,78.9,79.2,78.3,75.6,68.2,33.3,,Estimate,UNSD,,,,
Germany,276,..,2001,Men,,0,5.7,27,49.3,63.8,71.3,75.8,80.2,81.5,83.6,79,,Census,UNSD,,,,Data are from a register-based test census conducted on a sample of 1.2% of the population.
Germany,276,..,2001,Women,,1.1,15.4,44.3,63.7,72,76.1,77.7,78.3,76.4,72.3,41,,Census,UNSD,,,,Data are from a register-based test census conducted on a sample of 1.2% of the population.
Germany,276,Around 2005,2006,Men,,0.1,3.2,17,36.8,49.6,58.6,65.2,71,75.6,78.1,75.9,,Estimate,UNSD,,,,
Germany,276,Around 2005,2006,Women,,0.5,9.3,30.3,50.2,60,65.6,69.7,72.1,72.6,70.4,44.2,,Estimate,UNSD,,,,
Germany,276,Latest,2011,Men,,0,2.4,14.4,33.6,46.6,53.2,59.1,65.4,71.2,75.3,74,,Estimate,UNSD,,,,
Germany,276,Latest,2011,Women,,0.3,6.8,26.6,46.5,56,60.5,64.3,68.3,69.9,69.1,45.7,,Estimate,UNSD,,,,
Ghana,288,Around 1985,1988,Women,,20.5,68.4,86.8,88.4,89,85.2,77.9,,,,,x,Survey,DHS,Ghana 1988 Demographic and Health Survey,,,
Ghana,288,Around 1995,1993,Men,,1.7,23.6,55,83.3,84.2,85.2,87.4,89.4,82.6,,,x,Survey,DHS,Ghana 1993 Demographic and Health Survey,,,
Ghana,288,Around 1995,1993,Women,,20.1,66.3,82.9,88.7,85.6,84,83.4,,,,,x,Survey,DHS,Ghana 1993 Demographic and Health Survey,,,
Ghana,288,..,2000,Men,,9.4,20.8,46.4,71.6,81.3,84.3,84.7,83.7,82.1,78.3,68.2,x,Census,UNSD,,,,
Ghana,288,..,2000,Women,,17.8,52.4,73.2,82.5,83.4,79.4,75.2,68.1,61.5,50.7,35.1,x,Census,UNSD,,,,
Ghana,288,Around 2005,2003,Men,,0.7,18.7,52.8,79,85.2,91,89.9,92.6,89.2,,,x,Survey,DHS,Ghana 2003 Demographic and Health Survey,,,
Ghana,288,Around 2005,2003,Women,,12,52.3,77.7,83.6,86.1,81.7,79.2,,,,,x,Survey,DHS,Ghana 2003 Demographic and Health Survey,,,
Ghana,288,Latest,2008,Men,,0.7,15,47.5,77.3,84.2,89.7,91,89.2,88.8,,,x,Survey,DHS,Ghana 2008 Demographic and Health Survey,,,
Ghana,288,Latest,2008,Women,,8.3,47.2,73.6,83.7,82.6,80.8,74.4,,,,,x,Survey,DHS,Ghana 2008 Demographic and Health Survey,,,
Gibraltar,292,Around 1970,1970,Men,,1.5,25.6,63,82,88.7,91.4,91,90.8,88.5,83.7,72.2,,Census,UNSD,,,,
Gibraltar,292,Around 1970,1970,Women,,8.5,56.2,79.5,87.8,88.7,87.2,84.5,75.1,68.6,54.7,28.6,,Census,UNSD,,,,
Gibraltar,292,Around 1985,1981,Men,,2.7,33.2,70.7,83.9,90.9,92.6,92.2,92.7,87.1,87.3,75.5,,Census,UNSD,,,,
Gibraltar,292,Around 1985,1981,Women,,11,59.2,84.5,87.7,90.1,88.4,84.9,81.3,75.2,62.2,30.8,,Census,UNSD,,,,
Gibraltar,292,Around 1995,1991,Men,,2.3,24.6,59.6,76.8,83.6,85.9,90.4,90.1,91.2,89.1,73.7,,Census,UNSD,,,,
Gibraltar,292,Around 1995,1991,Women,,8.2,47.8,69.5,79.2,82.9,81.5,82.9,80.7,74.7,66.1,35.1,,Census,UNSD,,,,
Gibraltar,292,Latest,2001,Men,,0.2,7.2,32.8,61.1,73.4,76.4,79.4,83.6,86,87.1,77.1,,Census,UNSD,,,,
Gibraltar,292,Latest,2001,Women,,1.1,18.8,49.1,70.6,72.7,76.1,78.1,78.1,76.9,73.7,40.6,,Census,UNSD,,,,
Greece,300,Around 1970,1971,Men,x,1.3,13.4,48.1,75.1,88.8,,92.2,,91.1,,79.8,,Census,UNSD,,"Data shown for age groups 35-39, 45-49 and 55-59 pertain to age groups 35-44, 45-54 and 55-64, respectively. ",,
Greece,300,Around 1970,1971,Women,x,11,46.7,72.9,83.9,86.8,,81.5,,69.5,,39,,Census,UNSD,,"Data shown for age groups 35-39, 45-49 and 55-59 pertain to age groups 35-44, 45-54 and 55-64, respectively. ",,
Greece,300,Around 1985,1981,Men,,1,13.1,53.3,79,88.4,92.1,93.4,93.5,93,92,82.9,,Census,UNSD,,,,
Greece,300,Around 1985,1981,Women,,13.6,52,77.5,86.2,88.9,88.4,87.3,82.1,75.9,66.6,43.6,,Census,UNSD,,,,
Greece,300,Around 1995,1991,Men,,0.6,8.3,39.2,69.2,83.7,89,91.5,92.7,93,92,82,,Census,UNSD,,,,
Greece,300,Around 1995,1991,Women,,5.5,35.6,70.3,84.1,87.6,87.8,87.3,84.6,80.3,70.9,42.4,,Census,UNSD,,,,
Greece,300,Latest,2001,Men,,0.8,4.9,24.4,53.9,71.7,79.7,84.3,86.9,88.6,89.7,83.5,x,Census,UNSD,,,,
Greece,300,Latest,2001,Women,,3.4,19.3,50.4,71.9,79.1,80.3,80.1,78.5,75.4,69.9,46.4,x,Census,UNSD,,,,
Greenland,304,Around 1970,1970,Men,,0,10.9,38.7,61.3,70,73.9,77.5,77.4,73.6,71.8,65.6,,Census,UNSD,,,,
Greenland,304,Around 1970,1970,Women,,2.9,32.9,64.6,73.7,75.9,77.6,76.9,72.1,63.2,56.8,30.5,,Census,UNSD,,,,
Greenland,304,Around 1985,1985,Men,,0,3,18.1,35.3,48.7,56.7,63,69.5,70.8,70.3,61.4,,Estimate,UNSD,,,,
Greenland,304,Around 1985,1985,Women,,0.5,10.2,32.2,53.4,67,71.1,69.6,68.9,63.3,57.1,36,,Estimate,UNSD,,,,
Greenland,304,Around 1995,1997,Men,,0.2,3.7,17.5,30.2,39.4,45.3,50.8,55.9,63.5,61,59.1,,Estimate,UNSD,,,,
Greenland,304,Around 1995,1997,Women,,0.6,11.9,30.9,42.2,51.8,56.4,63.2,65.6,59.1,55.1,33.4,,Estimate,UNSD,,,,
Greenland,304,Around 2005,2000,Men,,0,2.6,16.5,30.4,37.7,45.4,47.6,51.2,58,61.3,54.1,,Census,UNSD,,,,
Greenland,304,Around 2005,2000,Women,,0.5,10.8,30.9,42.2,51.5,56.2,59,62,62.1,51.1,34.8,,Census,UNSD,,,,
Greenland,304,Latest,2011,Men,,0,1.9,10.9,24.8,36.6,40.9,44.3,49.2,50.8,53.3,51.2,,Estimate,UNSD,,,,Population statistics are compiled from registers.
Greenland,304,Latest,2011,Women,,0.3,5.5,20.1,38.7,48.9,51.1,54.7,57.8,56.7,52.9,35.3,,Estimate,UNSD,,,,Population statistics are compiled from registers.
Grenada,308,Around 1970,1970,Men,,0.1,4.2,21,42.6,53.2,59,61.8,64.7,68.2,67.5,63.2,,Census,US Census Bureau,,,,
Grenada,308,Around 1970,1970,Women,,1.1,14,30.6,44.7,50.3,50.4,49.2,49,45.4,39.2,25.1,,Census,US Census Bureau,,,,
Grenada,308,Around 1985,1981,Men,,0.1,2,14.7,33.9,43.6,47.9,55.2,59.7,60.9,63.8,61.4,,Census,UNSD,,,,
Grenada,308,Around 1985,1981,Women,,0.5,7.9,24.6,40.8,44.8,46.8,48.8,46.9,45.5,44,26,,Census,UNSD,,,,
Grenada,308,Around 1995,1991,Men,,0.1,1,10.8,25.4,40.1,49.6,54.8,58,59.9,60.3,57,,Census,US Census Bureau,,,,
Grenada,308,Around 1995,1991,Women,,0.5,6.2,19.8,33.9,41.4,47.3,47.7,46.1,48.4,41.4,25.4,,Census,US Census Bureau,,,,
Guadeloupe,312,Around 1970,1967,Men,x,0.2,6,38.3,57.1,62.8,66.2,68.2,68.4,,67.8,,,Census,UNSD,,"Data shown for age groups 50-54 and 60-64 pertain to age groups 50-59 and 60-69, respectively.",,
Guadeloupe,312,Around 1970,1967,Women,x,3.3,26,49.1,56.2,58.2,59.2,57,52.8,,40.6,,,Census,UNSD,,"Data shown for age groups 50-54 and 60-64 pertain to age groups 50-59 and 60-69, respectively.",,
Guadeloupe,312,Around 1985,1982,Men,,0.2,3.3,27.5,53.8,65.3,67.7,68,68.5,67.5,67.4,62.4,,Census,UNSD,,,,
Guadeloupe,312,Around 1985,1982,Women,,1.4,14.8,41.2,54.9,60.2,59.3,58.5,55.7,54.1,49.4,30.8,,Census,UNSD,,,,
Guadeloupe,312,Around 1995,1990,Men,x,0.1,2.6,17.9,40.1,53.4,60.2,65,65.6,66.9,65.6,,,Census,UNSD,,Data shown for age group 60-64 pertain to age group 60-74.,,
Guadeloupe,312,Around 1995,1990,Women,x,1.1,11.4,31.2,43.8,50.6,54.8,56.7,55.1,53.6,44.7,,,Census,UNSD,,Data shown for age group 60-64 pertain to age group 60-74.,,
Guadeloupe,312,..,1999,Men,,0.2,1.4,10.3,32,45,54.2,58.8,61.8,64.8,64.7,61.8,,Census,UNSD,,,,
Guadeloupe,312,..,1999,Women,,0.6,6.8,22.5,38.6,45,48,50.7,52.6,52.7,49.2,32,,Census,UNSD,,,,
Guam,316,..,1960,Men,,,31.5,68.9,79.2,86.6,88.7,88.3,83.8,79.1,73,61.9,,Census,UNSD,,,,
Guam,316,..,1960,Women,,,67.2,86.3,89.4,89.3,83.1,79.6,69.6,61.8,53,31.4,,Census,UNSD,,,,
Guam,316,Around 1985,1980,Men,x,3,35.6,70.3,84.2,87.8,,88.9,,88.9,84.9,74.5,x,Census,UNSD,,"Data shown for age groups 35-39 and 45-49 pertain to age groups 35-44 and 45-54, respectively.",,
Guam,316,Around 1985,1980,Women,x,9.5,56.3,78.6,84.3,83.8,,79.8,,73,66.2,37.3,x,Census,UNSD,,"Data shown for age groups 35-39 and 45-49 pertain to age groups 35-44 and 45-54, respectively.",,
Guam,316,Around 1995,1990,Men,,2,27.4,53.5,70.6,78.5,83.1,84.3,86.4,86.8,85.9,78.7,,Census,UNSD,,,,
Guam,316,Around 1995,1990,Women,,5.6,42.7,64.2,73.5,78,78.8,78.6,77.1,73.6,66.4,43.8,,Census,UNSD,,,,
Guatemala,320,Around 1970,1973,Men,,6.8,45,74.4,84.4,87.2,88.4,88.4,86.8,85.3,81,70.3,x,Census,UNSD,,,,
Guatemala,320,Around 1970,1973,Women,,28,65.9,80.7,84.4,84.4,80,76.8,67.9,63.1,49.6,33,x,Census,UNSD,,,,
Guatemala,320,Around 1985,1981,Men,,7.3,47.8,76.7,86.6,89.2,90.4,90.1,89.2,88.1,84.5,74.7,x,Census,National statistics,,,,
Guatemala,320,Around 1985,1981,Women,,26.7,65.4,80,85.5,84.2,80.7,77.9,70.7,66.3,50.2,35.2,x,Census,National statistics,,,,
Guatemala,320,Around 1995,1994,Men,,8.9,47.5,75.1,85,89,90.4,90.7,89.2,88.7,85.1,75.8,x,Census,National statistics,,,,
Guatemala,320,Around 1995,1994,Women,,23.3,61.1,77.3,82.4,83.1,81,78.4,72.8,69.1,60,42.2,x,Census,National statistics,,,,
Guatemala,320,..,1999,Women,,23.7,63.3,81.9,83.1,85.9,81.6,78.7,,,,,x,Survey,DHS,Guatemala 1998-1999 Interim Demographic and Health Survey,,,
Guatemala,320,Latest,2002,Women,,18.2,56.9,77.3,81.3,80.4,84.4,73.9,,,,,x,Survey,DHS,Guatemala 2002 Encuesta Nacional de Salud Materno Infantil,,,
Guinea,324,Around 1995,1999,Men,,2,16.8,47.7,77.4,92.7,97.4,94.4,96.4,95.8,,,x,Survey,DHS,Guinea 1999 Demographic and Health Survey,,,
Guinea,324,Around 1995,1999,Women,,43.8,81,93,96.1,95.2,94.7,93,,,,,x,Survey,DHS,Guinea 1999 Demographic and Health Survey,,,
Guinea,324,Latest,2005,Men,,2.7,19.3,50.7,83.4,92,95.5,97.4,98.9,98.8,,,x,Survey,DHS,Guinea 2005 Demographic and Health Survey,,,
Guinea,324,Latest,2005,Women,,35.6,77,93.3,94.9,95.1,91.6,91.3,,,,,x,Survey,DHS,Guinea 2005 Demographic and Health Survey,,,
Guinea-Bissau,624,Around 2005,2006,Women,,21.7,58.9,77.7,85.2,89.1,87,83.6,,,,,x,Survey,MICS,Guinea-Bissau 2006 Multiple Indicator Cluster Survey,,,
Guyana,328,Around 1970,1970,Men,,1.6,28,66.1,75.6,79.2,79.9,78.7,76.6,76.3,,,,Census,UNSD,,,,
Guyana,328,Around 1970,1970,Women,,14.5,52.1,72.2,76.2,76.5,73.1,69.3,62.2,55.1,,,,Census,UNSD,,,,
Guyana,328,Around 1985,1980,Men,,1.5,23.6,58,73,78.2,78.9,79.4,79.3,76.7,73.1,64.1,,Census,UNSD,,,,
Guyana,328,Around 1985,1980,Women,,11.6,42.8,62.2,69.5,74,72.2,70,64,56.7,48,28.9,,Census,UNSD,,,,
Guyana,328,Around 1995,1991,Men,,0.8,11.8,32.8,51.8,63.8,69.5,72.5,74.1,73.4,69.2,60,,Census,US Census Bureau,,,,
Guyana,328,Around 1995,1991,Women,,6.8,25.6,42.4,54.4,60.6,62.9,64.5,60.2,54.6,46.1,30.6,,Census,US Census Bureau,,,,
Guyana,328,Around 2005,2002,Men,x,2.3,25.8,56.5,71.5,77.4,80.2,81,80.3,70.6,,,x,Census,National statistics,,Data shown for age group 55-59 pertain to age group 55+.,,
Guyana,328,Around 2005,2002,Women,x,17.6,69.7,67.1,69.8,69.2,66.2,63.5,58.8,41,,,x,Census,National statistics,,Data shown for age group 55-59 pertain to age group 55+.,,
Guyana,328,Latest,2009,Men,,1.2,28.1,58.3,70.2,75.3,77.1,83.1,,,,,x,Survey,DHS,Guyana 2009 Demographic and Health Survey,,,
Guyana,328,Latest,2009,Women,,16.2,51.9,69.5,76.5,74,73.7,72.7,,,,,x,Survey,DHS,Guyana 2009 Demographic and Health Survey,,,
Haiti,332,Around 1970,1971,Men,,0.5,11.5,44.1,68.7,79.1,83.2,84.5,82.8,81.8,78.1,69.7,x,Census,UNSD,,,,
Haiti,332,Around 1970,1971,Women,,5.4,37.8,66.2,76.9,79.7,76.8,73,65.2,58.8,49,30.8,x,Census,UNSD,,,,
Haiti,332,Around 1985,1982,Men,,2.5,14.6,46.9,68.8,78.5,82.1,80.7,80,79.3,73.5,66.8,x,Census,UNSD,,,,
Haiti,332,Around 1985,1982,Women,,6.5,36.1,64.5,73.3,79.4,74.9,70.7,65.4,64.2,52,39,x,Census,UNSD,,,,
Haiti,332,Around 1995,1994,Men,,2.1,24.1,52.8,74.7,82.9,84.1,83.3,92.2,88.2,,,x,Survey,DHS,Haiti 1994-1995 Demographic and Health Survey,,,
Haiti,332,Around 1995,1994,Women,,14.9,50.9,76.1,82.5,83,80.3,72.9,,,,,x,Survey,DHS,Haiti 1994-1995 Demographic and Health Survey,,,
Haiti,332,Around 2005,2000,Men,,2.3,23.4,41.8,66.1,89.2,91.4,87.9,88.8,89.5,,,x,Survey,DHS,Haiti 2000 Demographic and Health Survey,,,
Haiti,332,Around 2005,2000,Women,,16.1,49.9,71.6,80.1,84.3,79.7,79.2,,,,,x,Survey,DHS,Haiti 2000 Demographic and Health Survey,,,
Haiti,332,Latest,2006,Men,,2.1,17.3,48.4,71.6,84.4,90.2,85.7,88.5,85.6,,,x,Survey,DHS,Haiti 2005-2006 Demographic and Health Survey,,,
Haiti,332,Latest,2006,Women,,16.6,53.7,75.3,80.8,85.8,77.9,78,,,,,x,Survey,DHS,Haiti 2005-2006 Demographic and Health Survey,,,
Honduras,340,Around 1970,1974,Men,,4.2,38,69,81.4,85.5,86.8,87,85.4,83.9,79.3,69.2,x,Census,UNSD,,,,
Honduras,340,Around 1970,1974,Women,,24.5,60.5,75.4,79,78.2,73.8,69.4,60.5,53.2,42.5,26.3,x,Census,UNSD,,,,
Honduras,340,Around 1985,1988,Men,,5.4,34.3,64.4,79.5,84.8,86.4,86.2,85.1,83.2,81.3,68.8,x,Census,US Census Bureau,,,,
Honduras,340,Around 1985,1988,Women,,21.7,53.9,71.2,77.7,78,76.2,72.8,67.8,61.8,54.8,38.9,x,Census,US Census Bureau,,,,
Honduras,340,Around 2005,2001,Men,,5.7,38.5,66.1,78.2,82.8,84.6,86,85.3,83.8,80.6,71.3,x,Census,UNSD,,,,
Honduras,340,Around 2005,2001,Women,,21.4,54.9,70.9,76,76.9,73.9,72.6,66.5,62.3,54.5,38.8,x,Census,UNSD,,,,
Honduras,340,Latest,2005,Women,,20.2,54.4,72.8,77.7,74.2,74.3,69.7,,,,,x,Survey,DHS,Honduras 2005-2006 Demographic and Health Survey,,,
Hungary,348,Around 1970,1970,Men,,1.4,31.5,74.4,85.8,90.1,91,91.7,91.5,90.2,87.8,75.9,,Census,UNSD,,,,
Hungary,348,Around 1970,1970,Women,,12.3,65.4,85.2,88.5,88.1,85.6,81.7,75.4,68.7,59.9,33,,Census,UNSD,,,,
Hungary,348,Around 1985,1980,Men,,2.2,35,71.6,83.4,85.1,86.1,88.1,88.3,88.6,87.5,75.5,,Census,UNSD,,,,
Hungary,348,Around 1985,1980,Women,,15.8,67.2,82.9,85.3,85.1,84,81.3,76.8,69.2,58.8,32.7,,Census,UNSD,,,,
Hungary,348,Around 1995,1990,Men,,1.4,22.7,58,70.1,74.3,77.6,79.4,81.3,83,82.6,72.8,x,Census,UNSD,,,,
Hungary,348,Around 1995,1990,Women,,7.2,48.4,72.6,77,76.5,75.8,74.8,72.1,66.1,57.1,29.2,x,Census,UNSD,,,,
Hungary,348,Around 2005,2001,Men,,1.4,16.4,50.1,72,77.6,78.8,80.3,82.5,84.1,78.5,,x,Census,National statistics,,Data shown for age group 60-64 pertain to age group 60+.,,
Hungary,348,Around 2005,2001,Women,,5.2,33.9,67,79.8,81.4,79.3,76.2,72.8,67.3,38.1,,x,Census,National statistics,,Data shown for age group 60-64 pertain to age group 60+.,,
Hungary,348,Latest,2010,Men,,0.1,2.2,13.9,37.8,52.9,60,63.4,66.8,70.8,75.1,72.9,,Estimate,UNSD,,,,
Hungary,348,Latest,2010,Women,,0.6,6.2,27.3,49.8,59.8,63.6,64.5,63.3,60.5,56,30.9,,Estimate,UNSD,,,,
Iceland,352,Around 1970,1974,Men,,0.7,29.2,66.1,76.5,78.9,79.9,79.3,77.5,73.4,73.3,61,,Estimate,UNSD,,,,
Iceland,352,Around 1970,1974,Women,,3.8,47.7,77.8,84.1,83.6,81.8,80.7,75,67.3,58.2,34.7,,Estimate,UNSD,,,,
Iceland,352,Around 1985,1985,Men,,0.2,9.5,40.1,63.8,74,76.2,76.5,76.5,76,74.7,61.8,,Estimate,UNSD,,,,
Iceland,352,Around 1985,1985,Women,,0.8,19.5,52.8,71.7,78.9,80,78,75.7,72.1,64.2,35.6,,Estimate,UNSD,,,,
Iceland,352,Around 1995,1995,Men,,0,2.4,19.5,41.6,56.3,66.6,71.4,72.6,73,74.1,64.8,,Estimate,UNSD,,,,
Iceland,352,Around 1995,1995,Women,,0.2,5.8,30.1,50,62,69.1,73.2,72.8,71.3,67.6,40.5,,Estimate,UNSD,,,,
Iceland,352,Around 2005,2006,Men,,0.1,8.7,36.4,59.4,67.8,71.2,71.7,74.5,75,75.2,68.7,x,Estimate,UNSD,,,,
Iceland,352,Around 2005,2006,Women,,0.8,18.7,49.8,65.9,71.7,72.4,72,72.2,72.9,70.7,46,x,Estimate,UNSD,,,,
Iceland,352,Latest,2010,Men,,0.1,6.3,35.4,57.8,68.4,70.4,71.4,72.2,74.1,75.6,68.9,x,Estimate,UNSD,,,,Population statistics are compiled from registers.
Iceland,352,Latest,2010,Women,,0.5,15.5,49,64.6,70.3,71,70.9,70.5,70.5,71.7,47.8,x,Estimate,UNSD,,,,Population statistics are compiled from registers.
India,356,Around 1970,1971,Men,,17.4,48.8,79.5,90.2,92.8,91.5,90.8,87.1,85.2,79.5,70.7,,Census,UNSD,,,,
India,356,Around 1970,1971,Women,,56.3,89.4,95.6,94.5,91.8,84.6,78.5,62.5,58.1,36.7,25.1,,Census,UNSD,,,,
India,356,Around 1985,1981,Men,,12.3,43.2,77.3,91.1,94.2,93.5,92.8,90,88.6,83.4,74.3,,Census,UNSD,,,"Including data for the Indian-held part of Jammu and Kashmir, the final status of which has not yet been determined.",Data are based on a 5 per cent sample of census returns. 
India,356,Around 1985,1981,Women,,43.5,84.5,94.3,94.8,93.2,87.8,82.9,69.2,67.3,43.1,28.9,,Census,UNSD,,,"Including data for the Indian-held part of Jammu and Kashmir, the final status of which has not yet been determined.",Data are based on a 5 per cent sample of census returns. 
India,356,Around 1995,1991,Men,,9.4,39.6,74.8,90.5,94.9,94.4,94.1,91.6,90.8,86.1,77.1,,Census,UNSD,,,,
India,356,Around 1995,1991,Women,,35.3,81.8,94,95.2,94.4,90.7,87.6,76.8,75.3,53.5,38,,Census,UNSD,,,,
India,356,Around 2005,2001,Men,,5.2,34.4,71.4,90,95,95.6,95.5,93.7,92.3,88,78.9,,Census,UNSD,,,"Including data for the Indian-held part of Jammu and Kashmir, the final status of which has not yet been determined. Excluding a part of Manipur. ",
India,356,Around 2005,2001,Women,,24.5,75.7,92.2,94.2,93.2,90.1,86.9,78.1,76.8,58.3,41.2,,Census,UNSD,,,"Including data for the Indian-held part of Jammu and Kashmir, the final status of which has not yet been determined. Excluding a part of Manipur. ",
India,356,Latest,2006,Women,,27.1,73.7,90.8,93.2,91.3,88.9,86.5,,,,,,Survey,DHS,India 2005-2006 Demographic and Health Survey,,,
Indonesia,360,Around 1970,1971,Men,,4.2,37.6,76.7,90.1,93.7,94,93.9,91.4,90.5,86,78.4,,Census,UNSD,,,Excluding West Irian.,
Indonesia,360,Around 1970,1971,Women,,32.2,73.2,86.7,87.4,84,75.4,68.8,53.6,48.2,32.1,23.2,,Census,UNSD,,,Excluding West Irian.,
Indonesia,360,Around 1985,1980,Men,,3.2,38.6,78,91.6,95.1,95.5,95.4,94.3,93.5,90.2,81.7,,Census,UNSD,,,,
Indonesia,360,Around 1985,1980,Women,,27.3,72.2,86.2,88.6,87.7,81.4,76,63.8,57.3,39.6,25.5,,Census,UNSD,,,,
Indonesia,360,Around 1995,1990,Men,,2.2,27.2,69.1,88.6,93.4,93.8,93.8,92.5,91.4,88.6,80.1,,Census,UNSD,,,,
Indonesia,360,Around 1995,1990,Women,,17,60.8,84.2,89.6,89.2,84.8,80,69.7,62.7,46.9,28.3,,Census,UNSD,,,,
Indonesia,360,Around 2005,2000,Men,,2.3,24.6,64.1,86.5,93.6,95.5,95.9,94.8,93.7,90.7,81.5,,Census,UNSD,,,,
Indonesia,360,Around 2005,2000,Women,,12.7,55,80.5,88.9,90.8,88.3,84.6,75.9,69.4,53.7,34.4,,Census,UNSD,,,,
Indonesia,360,Latest,2010,Men,,6,30.3,63.7,85.2,91.9,94.2,94.9,94.5,93.6,90.6,80.6,,Census,UNSD,,,,
Indonesia,360,Latest,2010,Women,,13.9,56.9,82.3,90,90.9,88.8,85.3,77.9,69.1,55.6,31.3,,Census,UNSD,,,,
Iran (Islamic Republic of),364,Around 1970,1966,Men,,4.3,30.4,72.1,89.7,94.6,95.8,95.8,94.1,94,91.5,85.6,,Census,UNSD,,,,
Iran (Islamic Republic of),364,Around 1970,1966,Women,,45.4,85.1,94.2,94.9,93.3,88.2,81.6,67.3,61.8,42.6,26.5,,Census,UNSD,,,,
Iran (Islamic Republic of),364,Around 1985,1986,Men,,6.6,40.8,80.6,92.4,95.4,96.1,96.4,96,94.9,93,84.8,,Census,UNSD,,,,
